d:\Anaconda\Programa\envs\drlnd\lib\site-packages\torch\nn\functional.py:995: UserWarning: nn.functional.tanh is deprecated. Use torch.tanh instead.
  warnings.warn("nn.functional.tanh is deprecated. Use torch.tanh instead.")
Episode 205	Average Score: 28.95
Episode 206	Average Score: 28.73
Episode 207	Average Score: 28.53
Episode 208	Average Score: 28.34
Episode 209	Average Score: 28.21
Episode 210	Average Score: 28.08
Episode 211	Average Score: 27.96
Episode 212	Average Score: 27.90
Episode 213	Average Score: 27.82
Episode 214	Average Score: 27.72
Episode 215	Average Score: 27.61
Episode 216	Average Score: 27.47
Episode 217	Average Score: 27.35
Episode 218	Average Score: 27.32
Episode 219	Average Score: 27.27
Episode 220	Average Score: 27.25
Episode 221	Average Score: 27.24
Episode 222	Average Score: 27.25
Episode 223	Average Score: 27.22
Episode 224	Average Score: 27.19
Episode 225	Average Score: 27.12
Episode 226	Average Score: 27.08
Episode 227	Average Score: 27.02
Episode 228	Average Score: 26.96
Episode 229	Average Score: 26.93
Episode 230	Average Score: 26.93
Episode 231	Average Score: 26.96
Episode 232	Average Score: 26.92
Episode 233	Average Score: 26.90
Episode 234	Average Score: 26.91
Episode 235	Average Score: 26.87
Episode 236	Average Score: 26.88
Episode 237	Average Score: 26.83
Episode 238	Average Score: 26.89
Episode 239	Average Score: 26.97
Episode 240	Average Score: 27.00
Episode 241	Average Score: 27.08
Episode 242	Average Score: 27.32
Episode 243	Average Score: 27.52
Episode 244	Average Score: 27.73
Episode 245	Average Score: 27.88
Episode 246	Average Score: 28.03
Episode 247	Average Score: 28.22
Episode 248	Average Score: 28.40
Episode 249	Average Score: 28.56
Episode 250	Average Score: 28.71
Episode 251	Average Score: 28.90
Episode 252	Average Score: 29.07
Episode 253	Average Score: 29.24
Episode 254	Average Score: 29.40
Episode 255	Average Score: 29.55
Episode 256	Average Score: 29.72
Episode 257	Average Score: 29.89
Episode 258	Average Score: 30.06

Environment SOLVED in 158 episodes!	Moving Average =30.1 over last 100 episodes
